CLIENT_ID,AGE,MAN,INCOME,IP_FLAG,SME_FLAG,REFUGEE_FLAG,PDN,paid_off_count,active_count,active_sum,max_term,credits_delay_count,cards_count,MATRIAL_Вдовец / Вдова,MATRIAL_Гражданский брак,MATRIAL_Женат / замужем,MATRIAL_Не женат / не замужем,MATRIAL_Неизвестно,MATRIAL_Разведен / Разведена,CС_LIMIT_NVAL,СС_GRACE_PERIOD,CURR_RATE,delay,PC_bb,PC_blockbuster,PC_grace,PC_other
4535,46,1,73200,0,0,0,41.6,0,0,0.0,0,0,1,0,0,0,0,1,0,182000.0,349,33.9,0,0,1,0,0
4560,53,0,65000,0,0,0,13.9,0,0,0.0,0,0,1,0,0,0,0,1,0,183692.0,55,14.9,0,0,0,1,0
4570,58,1,20000,0,0,0,42.3,0,0,0.0,0,0,1,0,0,0,0,1,0,75000.0,115,27.9,0,0,1,0,0
4571,26,1,65000,0,0,0,25.4,0,0,0.0,0,0,1,0,0,0,0,1,0,20000.0,73,31.9,0,0,1,0,0
4575,37,1,100000,0,0,0,19.2,0,0,0.0,0,0,1,0,0,0,0,1,0,224000.0,146,14.9,0,0,0,1,0
4585,34,1,46000,0,0,0,8.0,0,0,0.0,0,0,1,0,0,0,1,0,0,92000.0,360,31.9,0,0,1,0,0
4603,30,1,50000,0,0,0,12.0,0,0,0.0,0,0,1,0,0,1,0,0,0,200000.0,326,31.9,0,0,1,0,0
4610,47,1,70000,0,0,0,109.9,0,0,0.0,0,0,1,0,0,1,0,0,0,200000.0,55,14.9,0,0,0,1,0
4644,22,0,40000,0,0,0,16.3,0,0,0.0,0,0,1,0,0,0,0,1,0,150000.0,294,31.9,0,0,1,0,0
4647,56,0,115000,0,0,0,39.6,0,0,0.0,0,0,1,0,0,1,0,0,0,299000.0,359,31.9,0,0,1,0,0
4656,40,0,105000,0,0,0,96.4,0,0,0.0,0,0,1,0,0,1,0,0,0,97000.0,86,29.9,0,0,0,1,0
4695,49,0,80000,0,0,0,2.7,0,0,0.0,0,0,1,0,0,1,0,0,0,10000.0,214,27.9,0,0,1,0,0
4709,37,1,320000,0,0,0,27.6,0,0,0.0,0,0,1,0,0,0,0,1,0,299000.0,56,28.9,0,0,0,1,0
4713,36,1,80000,0,0,0,57.7,0,0,0.0,0,0,1,0,0,0,0,1,0,129000.0,55,49.9,0,0,0,1,0
4731,37,0,190000,0,0,0,69.3,0,0,0.0,0,0,1,0,0,0,0,1,0,88000.0,86,14.9,0,0,0,1,0
4733,34,0,160000,0,0,0,38.7,0,1,1000000.0,60,0,1,0,0,0,0,1,0,231000.0,352,33.9,0,0,1,0,0
4742,27,1,60000,0,0,0,32.1,0,1,206590.38,24,0,1,0,0,0,0,1,0,100000.0,55,14.9,0,0,0,1,0
4750,47,1,60000,0,0,0,26.2,0,0,0.0,0,0,1,0,0,0,0,0,1,240000.0,328,33.9,0,0,1,0,0
4752,40,0,160000,0,0,0,24.8,0,0,0.0,0,0,1,0,0,0,1,0,0,150000.0,360,31.9,0,0,1,0,0
4757,38,1,75000,0,0,0,36.3,0,0,0.0,0,0,1,0,0,1,0,0,0,100001.0,86,31.9,0,0,1,0,0
4758,31,1,192000,0,0,0,40.1,0,2,497181.15,60,0,1,0,0,0,0,1,0,15000.0,105,20.9,0,1,0,0,0
4766,36,1,130000,0,0,0,10.9,0,0,0.0,0,0,1,0,0,0,0,1,0,121000.0,361,31.9,0,0,1,0,0
4797,31,1,60000,0,0,0,65.9,0,0,0.0,0,0,1,0,0,0,0,1,0,50000.0,56,29.9,1,0,0,1,0
5007,29,1,150000,0,0,0,60.9,0,2,1122000.0,60,0,1,0,0,0,0,1,0,60000.0,177,31.9,1,0,1,0,0
5197,51,0,45000,0,0,0,50.6,0,0,0.0,0,0,1,0,0,0,0,1,0,50000.0,272,31.9,0,0,1,0,0
5235,34,0,140000,0,0,0,29.7,0,0,0.0,0,0,1,0,0,1,0,0,0,75000.0,309,31.9,0,0,1,0,0
5236,39,0,100000,0,0,0,47.0,0,1,409224.0,60,0,1,0,0,0,0,1,0,301000.0,55,14.9,0,0,0,1,0
5257,36,0,130000,0,0,0,25.1,0,0,0.0,0,0,1,0,0,0,0,1,0,100001.0,73,34.9,0,0,0,0,1
5263,43,1,51000,0,0,0,57.1,0,0,0.0,0,0,1,0,0,0,0,1,0,60000.0,292,27.9,0,0,1,0,0
5270,50,1,80000,0,0,0,64.4,0,1,125366.0,24,0,1,0,0,0,0,1,0,50000.0,318,31.9,0,0,1,0,0
5273,32,1,99000,0,0,0,32.9,0,0,0.0,0,0,1,0,0,1,0,0,0,200000.0,86,31.9,0,0,1,0,0
5308,57,0,250000,0,0,0,59.8,0,0,0.0,0,0,2,0,0,0,0,1,0,29500.0,261,27.9,0,0,1,0,0
5308,57,0,250000,0,0,0,59.8,0,0,0.0,0,0,2,0,0,0,0,1,0,100000.0,55,14.9,0,0,0,1,0
5362,37,1,40000,0,0,0,235.6,0,0,0.0,0,0,1,0,0,0,0,1,0,299001.0,316,26.9,0,0,1,0,0
5372,30,1,240000,0,0,0,67.6,0,0,0.0,0,0,1,0,0,0,0,1,0,105000.0,328,31.9,0,0,1,0,0
5392,50,0,100000,0,0,0,23.6,0,0,0.0,0,0,1,0,0,0,0,1,0,30000.0,353,9.9,0,0,1,0,0
5416,29,1,55000,0,0,0,33.1,0,0,0.0,0,0,1,0,0,0,1,0,0,75000.0,357,31.9,0,0,1,0,0
5420,45,0,130000,0,0,0,87.2,0,0,0.0,0,0,1,0,0,1,0,0,0,29500.0,322,33.9,0,0,1,0,0
5441,23,1,45000,0,0,0,45.0,0,0,0.0,0,0,1,0,0,0,0,1,0,26000.0,142,20.9,0,1,0,0,0
5451,44,1,77000,0,0,0,42.2,0,0,0.0,0,0,1,0,0,0,0,1,0,60000.0,349,31.9,0,0,1,0,0
5471,55,1,40000,0,0,0,0.1,0,0,0.0,0,0,1,0,0,0,0,1,0,40000.0,56,69.9,1,0,1,0,0
5491,66,1,81000,0,0,0,41.4,0,0,0.0,0,0,1,0,0,0,0,1,0,101000.0,147,24.9,1,0,0,1,0
5542,51,1,80000,0,0,0,59.6,0,0,0.0,0,0,1,0,0,0,0,1,0,88000.0,115,14.9,0,0,0,1,0
5553,35,0,45000,0,0,0,69.8,0,0,0.0,0,0,1,0,0,0,0,1,0,50000.0,56,18.9,0,1,0,0,0
5595,58,1,50000,0,0,0,5.1,0,0,0.0,0,0,1,0,0,0,0,1,0,110000.0,55,28.9,0,0,0,0,1
5601,56,0,80000,0,0,0,64.1,0,0,0.0,0,0,2,0,0,0,0,1,0,29500.0,207,27.9,0,0,1,0,0
5601,56,0,80000,0,0,0,64.1,0,0,0.0,0,0,2,0,0,0,0,1,0,80000.0,86,14.9,0,0,0,1,0
5624,53,0,50000,0,0,0,11.8,0,0,0.0,0,0,2,0,0,0,0,1,0,104000.0,55,14.9,0,0,0,1,0
5624,53,0,50000,0,0,0,11.8,0,0,0.0,0,0,2,0,0,0,0,1,0,60000.0,352,31.9,0,0,1,0,0
5657,33,0,100000,0,0,0,35.3,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,55,31.9,0,0,1,0,0
5693,55,1,30000,0,0,0,29.3,0,0,0.0,0,0,1,0,0,0,0,1,0,135000.0,329,31.9,0,0,1,0,0
5697,67,1,79000,0,0,0,7.2,0,0,0.0,0,0,1,0,0,0,0,1,0,50000.0,55,31.9,0,0,1,0,0
5734,42,1,20000,0,0,0,75.9,0,0,0.0,0,0,1,0,0,0,0,1,0,29501.0,297,27.9,0,0,1,0,0
5769,28,1,80000,0,0,0,21.0,0,0,0.0,0,0,1,0,0,0,0,1,0,214001.0,56,69.9,1,0,0,1,0
5782,55,0,50000,0,0,0,29.5,0,0,0.0,0,0,1,0,0,0,0,1,0,290000.0,269,14.9,0,0,0,1,0
5816,50,0,60000,0,0,0,22.9,0,0,0.0,0,0,1,0,0,0,0,1,0,120000.0,55,31.9,0,0,1,0,0
5817,68,1,72000,0,0,0,107.8,0,0,0.0,0,0,2,0,0,0,0,1,0,50000.0,55,14.9,0,0,0,1,0
5817,68,1,72000,0,0,0,107.8,0,0,0.0,0,0,2,0,0,0,0,1,0,40000.0,177,33.9,0,0,1,0,0
6591,39,1,50000,0,0,0,46.4,0,0,0.0,0,0,1,1,0,0,0,0,0,30000.0,284,14.9,1,0,0,1,0
6599,53,0,150000,0,0,0,31.7,0,0,0.0,0,0,1,0,0,1,0,0,0,300000.0,596,14.9,0,0,0,0,1
6617,36,0,115000,0,0,0,34.8,0,0,0.0,0,0,1,0,0,0,1,0,0,80000.0,55,14.9,0,0,0,1,0
6621,49,1,54000,0,0,0,21.8,0,0,0.0,0,0,1,0,0,0,1,0,0,60000.0,146,69.9,1,0,0,1,0
6757,48,1,160000,1,2,0,44.1,0,0,0.0,0,0,2,0,0,0,1,0,0,80000.0,146,33.9,0,0,1,0,0
6757,48,1,160000,1,2,0,44.1,0,0,0.0,0,0,2,0,0,0,1,0,0,60000.0,55,14.9,0,0,0,1,0
6762,38,1,44000,0,0,0,65.4,0,1,149999.24,36,0,1,0,0,0,1,0,0,199000.0,85,29.9,0,0,0,1,0
6795,25,0,50000,0,0,0,45.6,0,0,0.0,0,0,1,0,0,0,1,0,0,60000.0,299,31.9,0,0,1,0,0
6891,45,1,165000,0,0,0,66.4,0,0,0.0,0,0,1,0,0,0,0,0,1,200000.0,264,27.9,0,0,1,0,0
6905,33,1,40000,0,0,0,176.6,0,0,0.0,0,0,1,0,0,1,0,0,0,40000.0,55,14.9,0,0,0,1,0
7029,22,1,42000,0,0,0,48.9,0,2,184758.0,24,0,1,0,0,0,0,1,0,95000.0,86,69.9,0,0,0,1,0
7048,34,1,50000,0,0,0,91.0,0,0,0.0,0,0,1,0,0,1,0,0,0,50001.0,330,31.9,0,0,1,0,0
7244,56,0,35000,0,0,0,41.6,0,1,23999.0,24,0,1,0,0,0,0,0,1,45000.0,146,27.9,0,0,1,0,0
7322,49,1,55000,0,0,0,55.5,0,0,0.0,0,0,1,0,0,0,0,1,0,29500.0,55,14.9,0,0,0,1,0
7341,32,1,80000,0,0,0,49.0,0,0,0.0,0,0,1,0,0,1,0,0,0,245000.0,86,14.9,0,0,0,1,0
7357,47,1,150000,0,0,0,27.3,0,0,0.0,0,0,1,0,0,0,0,1,0,200000.0,86,29.9,1,0,0,1,0
7423,41,1,90000,0,0,0,12.4,0,0,0.0,0,0,1,0,0,0,0,1,0,200001.0,115,33.9,1,0,1,0,0
7429,47,0,300000,0,0,0,26.4,0,0,0.0,0,0,1,0,0,1,0,0,0,200000.0,147,14.9,0,0,0,1,0
7434,46,0,58000,0,0,0,39.6,0,0,0.0,0,0,1,0,0,0,0,0,1,40000.0,146,14.9,0,0,0,1,0
7451,27,1,45000,0,0,0,56.2,0,0,0.0,0,0,1,0,0,1,0,0,0,100001.0,55,14.9,0,0,0,1,0
7466,31,1,50000,0,0,0,48.0,0,0,0.0,0,0,1,0,0,0,1,0,0,300000.0,146,14.9,0,0,0,1,0
7504,35,0,55000,0,0,0,51.7,0,1,158999.68,24,0,1,0,0,0,1,0,0,30000.0,86,14.9,0,0,0,1,0
7514,53,0,80000,0,0,0,23.6,0,0,0.0,0,0,1,0,0,1,0,0,0,161000.0,86,14.9,0,0,0,1,0
7515,42,0,350000,0,0,0,56.5,0,0,0.0,0,0,1,0,0,1,0,0,0,40001.0,147,14.9,0,0,0,1,0
7521,41,1,85000,0,0,0,60.8,0,0,0.0,0,0,3,0,0,0,0,1,0,30000.0,361,31.9,0,0,1,0,0
7521,41,1,85000,0,0,0,60.8,0,0,0.0,0,0,3,0,0,0,0,1,0,30000.0,361,31.9,0,0,1,0,0
7521,41,1,85000,0,0,0,60.8,0,0,0.0,0,0,3,0,0,0,0,1,0,30000.0,361,31.9,0,0,1,0,0
7537,41,0,80000,0,0,0,3.2,0,0,0.0,0,0,2,0,0,0,1,0,0,35000.0,115,14.9,0,0,0,1,0
7537,41,0,80000,0,0,0,3.2,0,0,0.0,0,0,2,0,0,0,1,0,0,66000.0,357,33.9,0,0,1,0,0
7557,44,1,120000,0,0,0,81.4,0,0,0.0,0,0,1,0,0,0,0,0,1,237000.0,356,31.9,0,0,1,0,0
7562,47,1,120000,0,0,0,21.0,0,0,0.0,0,0,1,0,0,0,0,0,1,299000.0,146,14.9,0,0,0,1,0
7570,25,0,50000,0,0,0,114.5,0,0,0.0,0,0,1,0,0,0,1,0,0,60000.0,56,14.9,0,0,0,1,0
7611,57,1,410000,0,0,0,40.3,0,2,654999.85,36,0,1,0,0,0,0,1,0,75001.0,85,34.9,1,0,0,1,0
7666,39,0,90000,0,0,0,76.3,0,0,0.0,0,0,1,0,0,0,0,1,0,100001.0,356,33.9,0,0,1,0,0
7683,34,1,60000,0,0,0,45.3,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,182,27.9,0,0,1,0,0
7685,27,0,75000,0,0,0,20.7,0,0,0.0,0,0,1,0,0,0,0,1,0,121000.0,206,27.9,0,0,1,0,0
7795,64,1,20000,0,0,0,13.9,0,0,0.0,0,0,1,0,0,0,0,1,0,299000.0,55,49.9,0,0,0,1,0
7802,40,1,100000,0,0,0,73.1,0,1,386724.8,36,0,1,0,0,0,0,1,0,50000.0,56,28.9,0,0,0,1,0
7816,23,0,300000,0,0,0,26.4,0,0,0.0,0,0,1,0,0,0,0,1,0,70000.0,242,31.9,0,0,0,1,0
7833,54,0,70000,0,0,0,23.2,0,0,0.0,0,0,1,0,0,1,0,0,0,161000.0,146,14.9,0,0,0,1,0
7851,55,0,60000,0,0,0,42.3,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,55,14.9,0,0,0,1,0
7858,48,1,35000,0,0,0,52.8,0,0,0.0,0,0,1,0,0,0,0,1,0,100000.0,56,28.9,0,0,0,0,1
7866,35,1,34000,0,0,0,71.3,0,1,100000.0,24,0,1,0,0,0,0,1,0,85000.0,320,31.9,0,0,1,0,0
7882,24,0,50000,0,0,0,46.7,0,1,10198.0,36,0,1,0,0,0,0,1,0,150000.0,56,14.9,0,0,0,1,0
8051,48,0,95000,0,0,0,48.8,0,1,1100000.0,59,0,1,0,0,1,0,0,0,50000.0,115,20.9,0,1,0,0,0
8100,37,1,90000,0,0,0,117.7,0,0,0.0,0,0,1,0,0,1,0,0,0,200001.0,358,31.9,0,0,1,0,0
8101,56,0,63120,0,0,0,79.9,0,0,0.0,0,0,1,0,0,1,0,0,0,29500.0,318,31.9,0,0,1,0,0
8240,59,1,70000,0,0,0,39.8,0,0,0.0,0,0,1,0,0,1,0,0,0,101000.0,55,14.9,0,0,0,1,0
8285,46,0,74000,0,0,0,39.9,0,0,0.0,0,0,1,0,0,0,0,0,1,160000.0,115,14.9,0,0,0,1,0
8286,32,1,150000,0,0,0,62.3,0,0,0.0,0,0,2,0,0,0,1,0,0,80000.0,86,14.9,0,0,0,1,0
8286,32,1,150000,0,0,0,62.3,0,0,0.0,0,0,2,0,0,0,1,0,0,160000.0,86,14.9,0,0,0,1,0
8290,54,0,35000,0,0,0,53.9,0,0,0.0,0,0,1,0,0,0,1,0,0,52000.0,388,33.9,0,0,1,0,0
8331,49,1,150000,0,0,0,18.7,0,0,0.0,0,0,1,0,0,0,0,0,1,200000.0,175,69.9,0,0,0,1,0
8340,41,0,50000,0,0,0,78.4,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,56,69.9,0,0,0,1,0
8413,30,1,250000,0,0,0,60.4,0,0,0.0,0,0,1,0,0,0,1,0,0,80000.0,115,69.9,0,0,0,1,0
8467,48,0,58000,0,0,0,51.6,0,0,0.0,0,0,1,0,0,1,0,0,0,20000.0,352,33.9,0,0,1,0,0
8472,26,1,130000,0,0,0,72.9,0,1,999999.98,60,0,1,0,0,0,0,1,0,50000.0,57,18.9,0,1,0,0,0
8486,22,1,100000,0,0,0,24.6,0,1,97640.0,18,0,1,0,0,0,1,0,0,50000.0,191,27.9,0,0,1,0,0
8512,52,1,40000,0,0,0,24.9,0,0,0.0,0,0,1,0,0,0,0,1,0,201000.0,86,14.9,0,0,0,1,0
8532,46,1,45000,0,0,0,16.8,0,1,90466.62,36,0,1,0,0,0,0,1,0,50001.0,86,24.9,0,0,0,1,0
8542,38,1,57000,0,0,0,22.4,0,0,0.0,0,0,1,0,0,0,0,1,0,280000.0,320,31.9,0,0,1,0,0
8594,32,0,120000,0,0,0,61.1,0,0,0.0,0,0,1,0,0,0,0,1,0,299000.0,86,14.9,0,0,0,1,0
8605,38,1,65000,0,0,0,49.0,0,0,0.0,0,0,1,0,0,1,0,0,0,245000.0,55,14.9,0,0,0,1,0
8656,41,0,160000,0,0,0,20.9,0,0,0.0,0,0,1,0,0,0,1,0,0,80000.0,147,14.9,0,0,0,1,0
8755,33,1,80000,0,0,0,41.4,0,1,342566.4,48,0,1,0,0,0,0,1,0,135000.0,70,20.9,0,1,0,0,0
8777,45,1,45000,0,0,0,60.5,0,0,0.0,0,0,2,0,0,0,1,0,0,97000.0,56,14.9,0,0,0,1,0
8777,45,1,45000,0,0,0,60.5,0,0,0.0,0,0,2,0,0,0,1,0,0,40000.0,327,31.9,0,0,1,0,0
8794,41,1,60000,0,0,0,13.5,0,0,0.0,0,0,1,0,0,1,0,0,0,241000.0,347,33.9,0,0,1,0,0
8890,33,0,120000,0,0,0,30.0,0,0,0.0,0,0,1,0,0,1,0,0,0,40000.0,56,14.9,0,0,0,1,0
8905,36,1,45000,0,0,0,62.2,0,0,0.0,0,0,1,0,0,1,0,0,0,80000.0,55,14.9,0,0,0,1,0
8946,52,1,40000,0,0,0,17.2,0,0,0.0,0,0,2,0,0,0,1,0,0,100000.0,359,33.9,0,0,1,0,0
8946,52,1,40000,0,0,0,17.2,0,0,0.0,0,0,2,0,0,0,1,0,0,80000.0,55,14.9,0,0,0,1,0
8960,22,1,70000,0,0,0,79.0,0,1,300569.6,36,0,1,0,0,0,1,0,0,46000.0,41,18.9,0,1,0,0,0
9020,47,1,120000,0,0,0,50.7,0,0,0.0,0,0,1,0,0,0,0,1,0,100000.0,54,18.9,0,1,0,0,0
9033,42,0,360000,0,0,0,27.5,0,0,0.0,0,0,1,0,0,0,0,1,0,200000.0,187,27.9,0,0,1,0,0
9215,35,0,81500,0,0,0,79.3,0,0,0.0,0,0,2,0,0,0,0,1,0,30000.0,55,31.9,0,0,1,0,0
9215,35,0,81500,0,0,0,79.3,0,0,0.0,0,0,2,0,0,0,0,1,0,67000.0,86,14.9,0,0,0,1,0
9239,36,1,100000,0,0,0,44.8,0,1,37693.57,18,0,1,0,0,1,0,0,0,15000.0,86,28.9,0,1,0,0,0
9274,34,1,100000,0,0,0,39.2,0,1,233116.82,12,0,1,0,0,0,0,1,0,50000.0,359,31.9,0,0,1,0,0
9349,32,1,72500,0,0,0,15.1,0,1,313676.0,60,0,1,0,0,0,0,1,0,150001.0,359,31.9,0,0,1,0,0
9356,37,1,40000,0,0,0,49.3,0,0,0.0,0,0,1,0,0,0,0,1,0,133000.0,328,31.9,0,0,1,0,0
9431,55,1,6000,0,0,0,53.3,0,0,0.0,0,0,1,0,0,0,0,1,0,40000.0,55,14.9,0,0,0,1,0
9439,25,1,73000,0,0,0,33.6,0,1,131650.0,18,0,1,0,0,0,0,1,0,100000.0,326,31.9,0,0,1,0,0
9473,52,1,130000,0,0,0,43.5,0,0,0.0,0,0,1,0,0,0,0,1,0,55001.0,324,31.9,0,0,1,0,0
9475,44,1,60000,0,0,0,17.3,0,0,0.0,0,0,1,0,0,0,0,1,0,299000.0,353,33.9,0,0,1,0,0
9481,57,1,65000,0,0,0,35.0,0,0,0.0,0,0,1,0,0,0,0,1,0,40000.0,352,31.9,0,0,1,0,0
9489,32,0,60000,0,0,0,42.0,0,0,0.0,0,0,1,0,0,0,0,1,0,86000.0,326,31.9,0,0,1,0,0
9490,38,1,120000,0,0,0,18.7,0,0,0.0,0,0,1,0,0,0,0,1,0,150000.0,361,31.9,0,0,1,0,0
9491,58,1,30000,0,0,0,12.3,0,0,0.0,0,0,1,0,0,0,1,0,0,120000.0,360,31.9,0,0,1,0,0
9493,47,0,100000,0,0,0,41.4,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,358,31.9,0,0,1,0,0
9500,37,1,65000,0,0,0,8.6,0,0,0.0,0,0,1,0,0,0,0,1,0,60001.0,329,31.9,0,0,1,0,0
9504,29,1,45000,0,0,0,44.8,0,0,0.0,0,0,1,0,0,0,0,1,0,60000.0,327,31.9,0,0,1,0,0
9514,33,1,110000,0,0,0,7.3,0,0,0.0,0,0,1,0,0,0,0,1,0,100000.0,329,31.9,0,0,1,0,0
9516,35,0,40000,0,0,0,9.0,0,0,0.0,0,0,1,0,0,0,0,1,0,120000.0,359,31.9,0,0,1,0,0
9517,53,1,80000,0,0,0,18.1,0,0,0.0,0,0,1,0,0,0,0,1,0,120000.0,328,31.9,0,0,1,0,0
9518,31,0,110000,0,0,0,27.9,0,0,0.0,0,0,1,0,0,0,0,1,0,75001.0,309,31.9,0,0,1,0,0
9519,33,0,100000,0,0,0,13.9,0,0,0.0,0,0,1,0,0,0,0,1,0,150000.0,86,31.9,0,0,1,0,0
9521,30,0,100000,0,0,0,6.3,0,0,0.0,0,0,1,0,0,0,0,1,0,120000.0,357,31.9,0,0,1,0,0
9525,36,0,110000,0,0,0,23.3,0,0,0.0,0,0,1,0,0,0,0,1,0,60000.0,312,31.9,0,0,1,0,0
9531,61,1,49000,0,0,0,54.5,0,0,0.0,0,0,1,0,0,0,0,1,0,40000.0,353,31.9,0,0,1,0,0
9533,35,0,35000,0,0,0,29.4,0,0,0.0,0,0,1,0,0,0,0,1,0,30000.0,329,31.9,0,0,1,0,0
9535,26,0,150000,0,0,0,134.6,0,0,0.0,0,0,1,0,0,0,0,1,0,50000.0,359,31.9,0,0,1,0,0
9537,62,1,63000,0,0,0,9.7,0,0,0.0,0,0,1,0,0,0,0,1,0,160000.0,359,31.9,0,0,1,0,0
9546,25,1,70000,0,0,0,48.2,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,328,31.9,0,0,1,0,0
9548,47,1,60000,0,0,0,66.9,0,0,0.0,0,0,1,0,0,0,0,1,0,95000.0,115,31.9,0,0,1,0,0
9551,40,1,40000,0,0,0,13.1,0,0,0.0,0,0,1,0,0,0,0,1,0,160000.0,358,31.9,0,0,1,0,0
9568,36,0,350000,0,0,0,86.6,0,0,0.0,0,0,2,0,0,0,0,0,1,30000.0,327,31.9,0,0,1,0,0
9568,36,0,350000,0,0,0,86.6,0,0,0.0,0,0,2,0,0,0,0,0,1,60000.0,250,14.9,0,0,0,1,0
9594,35,1,105000,0,0,0,48.9,0,3,719221.75,60,0,1,0,0,0,0,1,0,60000.0,84,18.9,0,1,0,0,0
9614,38,1,93000,0,0,0,43.8,0,1,352000.0,60,0,1,0,0,0,0,1,0,50000.0,85,20.9,0,1,0,0,0
9619,63,1,43000,0,0,0,28.7,0,0,0.0,0,0,1,0,0,0,0,1,0,94000.0,355,31.9,0,0,1,0,0
9636,41,1,80000,0,0,0,51.9,0,1,299998.4,60,0,1,0,0,0,0,1,0,40000.0,55,69.9,0,0,0,1,0
9638,42,0,600000,0,0,0,42.5,0,0,0.0,0,0,1,0,0,0,0,1,0,112000.0,55,14.9,0,0,0,1,0
9670,40,0,100000,0,0,0,29.1,0,0,0.0,0,0,1,0,0,0,1,0,0,160000.0,115,14.9,0,0,0,1,0
9693,36,0,95000,0,0,0,72.2,0,0,0.0,0,0,1,0,0,0,0,1,0,113000.0,86,24.9,0,0,0,1,0
9727,45,0,235000,0,0,0,98.6,0,0,0.0,0,0,1,0,0,1,0,0,0,40000.0,116,14.9,0,0,0,1,0
9728,50,1,100000,0,0,0,58.0,0,1,40000.0,60,0,1,0,0,0,0,1,0,40000.0,326,31.9,0,0,1,0,0
9756,45,0,120000,0,0,0,25.6,0,0,0.0,0,0,1,0,0,0,0,1,0,200001.0,354,31.9,0,0,1,0,0
9771,36,0,569000,0,0,0,45.3,0,0,0.0,0,0,1,0,0,0,0,1,0,180000.0,147,14.9,0,0,0,1,0
9832,31,1,95000,0,0,0,57.5,0,0,0.0,0,0,1,0,0,1,0,0,0,90000.0,56,14.9,0,0,0,1,0
9837,44,1,100000,0,0,0,59.2,0,0,0.0,0,0,2,0,0,0,1,0,0,29500.0,267,27.9,0,0,1,0,0
9837,44,1,100000,0,0,0,59.2,0,0,0.0,0,0,2,0,0,0,1,0,0,104000.0,55,69.9,0,0,0,1,0
9859,53,0,250000,0,0,0,85.7,0,0,0.0,0,0,1,0,0,1,0,0,0,60000.0,430,14.9,0,0,0,1,0
9860,65,0,80000,0,0,0,13.8,0,0,0.0,0,0,1,0,0,1,0,0,0,100000.0,192,27.9,0,0,1,0,0
9875,28,1,90000,0,0,0,50.1,0,0,0.0,0,0,1,0,0,0,0,1,0,29500.0,391,33.9,0,0,1,0,0
9939,30,1,70000,0,0,0,40.8,0,1,425000.0,60,0,1,0,0,0,0,1,0,86000.0,356,31.9,0,0,1,0,0
9970,36,1,30000,0,0,0,21.3,0,0,0.0,0,0,1,0,0,1,0,0,0,80000.0,56,14.9,0,0,0,1,0
9989,50,1,110000,0,0,0,30.1,0,0,0.0,0,0,2,0,0,1,0,0,0,120000.0,327,33.9,0,0,1,0,0
9989,50,1,110000,0,0,0,30.1,0,0,0.0,0,0,2,0,0,1,0,0,0,80000.0,147,14.9,0,0,0,1,0
10001,44,1,160000,0,0,0,20.1,0,0,0.0,0,0,2,0,0,1,0,0,0,90000.0,86,14.9,0,0,0,1,0
10001,44,1,160000,0,0,0,20.1,0,0,0.0,0,0,2,0,0,1,0,0,0,152000.0,359,33.9,0,0,1,0,0
10038,39,1,43500,0,0,0,57.8,0,0,0.0,0,0,1,0,0,0,0,1,0,40000.0,358,31.9,0,0,1,0,0
10052,28,1,155000,0,0,0,58.0,0,1,350000.0,36,0,1,0,0,0,1,0,0,29500.0,360,31.9,0,0,1,0,0
10055,32,0,70000,0,0,0,63.4,0,0,0.0,0,0,1,0,0,0,0,1,0,75000.0,359,31.9,0,0,1,0,0
10077,53,0,100000,0,0,0,20.4,0,0,0.0,0,0,1,0,0,0,0,1,0,60000.0,291,31.9,0,0,1,0,0
10084,50,0,40000,0,0,0,23.5,0,0,0.0,0,0,1,0,0,0,0,1,0,146000.0,86,14.9,0,0,0,1,0
10195,44,0,205000,0,0,0,40.8,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,359,31.9,0,0,1,0,0
10248,43,1,107000,0,0,0,57.2,0,0,0.0,0,0,2,0,0,0,0,1,0,20001.0,356,31.9,0,0,1,0,0
10248,43,1,107000,0,0,0,57.2,0,0,0.0,0,0,2,0,0,0,0,1,0,80000.0,423,69.9,0,0,0,1,0
10249,31,1,50000,0,0,0,42.2,0,0,0.0,0,0,1,0,0,0,0,1,0,280000.0,42,69.9,0,0,1,0,0
10270,35,1,50000,0,0,0,9.7,0,0,0.0,0,0,1,0,0,0,0,1,0,126000.0,325,31.9,0,0,1,0,0
10271,68,1,48000,0,0,0,58.9,0,1,150414.73,36,0,1,0,0,0,0,1,0,60000.0,147,69.9,0,0,0,1,0
10304,43,1,115000,0,0,0,12.5,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,55,33.9,0,0,1,0,0
10312,56,1,50000,0,0,0,165.3,0,0,0.0,0,0,1,0,0,0,0,1,0,40000.0,55,14.9,0,0,0,1,0
10323,61,1,65000,0,0,0,18.2,0,0,0.0,0,0,1,0,0,0,1,0,0,50000.0,302,31.9,0,0,1,0,0
10361,48,1,150000,0,0,0,86.0,0,0,0.0,0,0,1,0,0,1,0,0,0,80000.0,218,14.9,0,0,0,1,0
