CLIENT_ID,AGE,MAN,INCOME,IP_FLAG,SME_FLAG,REFUGEE_FLAG,PDN,paid_off_count,active_count,active_sum,max_term,credits_delay_count,cards_count,cards_delay_count,MATRIAL_Вдовец / Вдова,MATRIAL_Гражданский брак,MATRIAL_Женат / замужем,MATRIAL_Не женат / не замужем,MATRIAL_Неизвестно,MATRIAL_Разведен / Разведена,DELAY
19049,52,1,110000,0,0,0,39.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19058,43,1,42000,0,0,0,34.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19065,46,0,100000,0,0,0,105.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19081,37,0,50000,0,0,0,68.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
19084,41,1,90000,0,0,0,92.5,0,1,302000.0,60,0,1,1,0,0,0,0,1,0,True
19095,24,1,60000,0,0,0,34.5,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
19096,45,1,90000,0,0,0,72.1,0,1,1500000.0,59,0,2,0,0,0,0,0,1,0,False
19096,45,1,90000,0,0,0,72.1,0,1,1500000.0,59,0,2,0,0,0,0,0,1,0,False
19111,42,1,60000,0,0,0,93.6,0,1,420000.0,36,0,1,0,0,0,0,0,1,0,False
19113,58,1,55000,0,0,0,50.1,0,1,278999.51,59,0,1,0,0,0,0,0,1,0,False
19115,25,1,60000,0,0,0,40.2,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
19128,49,1,45000,0,0,0,27.4,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
19129,57,1,40000,0,0,0,41.2,0,1,80000.0,36,0,1,0,0,0,0,1,0,0,False
19139,62,1,50000,0,0,0,78.3,0,1,98148.1,24,0,0,0,0,0,1,0,0,0,False
19143,36,1,70000,0,0,0,40.9,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19163,59,1,61200,0,0,0,15.0,0,0,0.0,0,0,2,0,0,0,0,0,1,0,False
19163,59,1,61200,0,0,0,15.0,0,0,0.0,0,0,2,0,0,0,0,0,1,0,False
19174,66,1,90000,0,0,0,9.0,0,1,128311.0,24,0,0,0,0,0,1,0,0,0,False
19193,30,1,45000,0,0,0,73.2,0,1,35999.0,24,0,0,0,0,0,0,1,0,0,False
19196,31,1,80000,0,0,0,26.0,0,1,102590.0,18,0,0,0,0,1,0,0,0,0,False
19215,45,1,30000,0,0,0,104.9,0,1,92696.2,24,0,1,0,0,0,1,0,0,0,False
19222,64,1,20000,0,0,0,85.2,0,1,199999.12,60,0,1,0,0,0,0,0,1,0,False
19229,58,0,26000,0,0,0,46.4,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19233,55,1,30000,0,0,0,8.4,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
19259,34,1,120000,0,0,0,122.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19266,23,1,107000,0,0,0,39.7,0,1,728999.54,60,0,1,0,0,0,1,0,0,0,False
19269,64,0,93500,0,0,0,14.8,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19275,34,1,120500,0,0,0,49.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19280,68,0,61000,0,0,0,26.9,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19283,41,1,110000,0,0,0,30.9,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
19303,27,1,108000,0,0,0,96.4,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
19323,33,1,55000,0,0,0,63.2,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
19325,57,1,50000,0,0,0,27.2,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
19335,34,1,38000,0,0,0,35.2,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
19336,52,1,85000,0,0,0,65.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19341,48,0,70000,0,0,0,56.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19350,24,1,51000,0,0,0,8.5,0,1,48160.0,24,0,0,0,0,0,0,0,1,0,False
19372,39,1,120000,0,0,0,66.9,0,1,500000.0,59,0,0,0,0,0,0,0,1,0,False
19392,65,1,16000,0,0,0,34.1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,False
19404,33,1,42000,0,0,0,45.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19405,35,1,80000,0,0,0,75.9,0,2,477704.0,60,0,0,0,0,0,0,0,1,0,False
19405,35,1,80000,0,0,0,75.9,0,2,477704.0,60,0,0,0,0,0,0,0,1,0,False
19440,55,0,150000,0,0,0,69.8,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19457,32,1,70000,0,0,0,44.1,0,1,43960.92,24,0,1,0,0,0,0,0,1,0,False
19476,41,1,60000,0,0,0,24.6,0,0,0.0,0,0,1,0,0,0,0,0,0,1,False
19492,41,0,90000,0,0,0,46.5,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
19504,70,1,23300,0,0,0,114.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19515,32,1,60000,0,0,0,48.0,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
19520,43,0,67000,0,0,0,113.3,0,1,149726.0,18,0,0,0,0,0,1,0,0,0,False
19521,49,1,55000,0,0,0,15.0,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
19527,44,1,38000,0,0,0,49.4,0,0,0.0,0,0,1,1,0,0,0,0,1,0,True
19536,60,1,50000,0,0,0,36.4,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19538,75,1,70000,0,0,0,69.5,0,1,112184.0,24,0,0,0,0,0,0,1,0,0,False
19555,56,1,35000,0,0,0,78.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19580,37,1,100000,0,0,0,48.9,0,0,0.0,0,0,1,1,0,0,0,0,1,0,True
19582,67,1,30000,0,0,0,11.2,0,1,61893.0,24,0,0,0,1,0,0,0,0,0,False
19590,64,1,40000,0,0,0,49.0,0,1,44180.0,12,0,1,0,0,0,0,0,1,0,False
19595,33,0,70000,0,0,0,45.3,0,1,699999.3,60,0,1,0,0,0,0,0,1,0,False
19604,32,1,100000,0,0,0,43.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19609,31,1,80000,0,0,0,77.7,0,1,825000.0,60,0,1,0,0,0,0,0,1,0,False
19625,35,1,80000,0,0,0,46.3,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
19627,48,1,40000,0,0,0,4.8,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19632,41,1,30000,0,0,0,62.0,0,1,39599.0,24,0,0,0,0,0,1,0,0,0,False
19661,50,1,40000,0,0,0,113.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19663,32,1,86000,0,0,0,150.3,0,2,984646.8,60,0,0,0,0,0,0,0,1,0,False
19663,32,1,86000,0,0,0,150.3,0,2,984646.8,60,0,0,0,0,0,0,0,1,0,False
19671,54,1,32600,0,0,0,41.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19672,42,0,50000,0,0,0,47.2,0,1,572000.0,60,0,1,0,0,0,0,0,1,0,False
19685,65,1,50000,0,0,0,63.6,0,1,95739.0,24,0,0,0,0,0,0,1,0,0,False
19700,24,1,35000,0,0,0,36.6,0,1,77300.0,18,0,0,0,0,0,0,1,0,0,False
19702,49,0,50000,0,0,0,160.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19712,31,1,45000,0,0,0,12.0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,False
19718,35,0,80000,0,0,0,35.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19726,37,1,26000,0,0,0,4.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
19728,26,1,35000,0,0,0,44.3,0,1,22794.0,24,0,1,0,0,0,0,0,1,0,False
19739,39,0,90000,0,0,0,43.0,0,1,577537.0,60,0,0,0,0,0,0,0,1,0,False
19743,58,0,65000,0,0,0,21.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19760,36,0,110000,0,0,0,77.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19761,41,0,140000,0,0,0,32.0,0,1,500000.0,36,0,1,0,0,0,0,0,1,0,False
19766,50,1,65000,0,0,0,32.3,0,1,200345.6,24,0,1,0,0,0,0,0,1,0,False
19768,56,0,15000,0,0,0,103.5,0,1,60000.0,36,0,1,0,0,0,0,0,1,0,False
19770,48,1,60000,0,0,0,68.9,0,1,366961.2,60,0,1,0,0,0,0,0,1,0,False
19771,49,1,35000,0,0,0,37.8,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19779,68,0,23000,0,0,0,25.9,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19818,51,0,135000,0,0,0,36.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19838,29,0,180000,0,0,0,62.9,0,1,947532.95,57,0,1,0,0,0,0,0,1,0,False
19855,25,1,57000,0,0,0,41.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19889,61,0,47000,0,0,0,27.2,0,1,285980.8,48,0,1,0,0,0,0,0,1,0,False
19894,41,0,75000,0,0,0,9.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19896,51,1,60000,0,0,0,19.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19899,41,1,35000,0,0,0,44.3,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
19915,39,0,60000,0,0,0,49.2,0,1,66339.0,12,0,0,0,0,0,0,0,0,1,False
19926,42,0,60000,0,0,0,25.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,False
19929,41,0,64000,0,0,0,24.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19938,65,0,56000,0,0,0,46.9,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
19973,57,1,50000,0,0,0,85.0,0,1,93700.0,24,0,0,0,0,0,1,0,0,0,False
19995,44,0,35000,0,0,0,53.2,0,1,50004.0,24,0,0,0,0,0,1,0,0,0,False
20004,57,1,46500,0,0,0,37.3,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
20005,37,1,60000,0,0,0,43.8,0,1,792999.79,60,0,1,0,0,0,0,0,1,0,False
20014,38,0,100000,0,0,0,65.1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
20022,41,1,60000,0,0,0,50.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20030,56,1,160000,0,0,0,40.8,0,1,999999.0,59,0,0,0,0,0,0,0,1,0,False
20036,29,0,130000,0,0,0,35.0,0,1,49499.0,24,0,0,0,0,0,1,0,0,0,False
20045,43,1,300000,0,0,0,58.5,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
20053,41,1,80000,0,0,0,4.1,0,0,0.0,0,0,1,1,0,0,0,0,1,0,True
20111,29,1,90000,0,0,0,38.9,0,1,999999.0,59,0,1,0,0,0,0,0,1,0,False
20149,32,0,90000,0,0,0,37.2,0,1,92786.0,24,0,0,0,0,0,0,0,1,0,False
20180,30,1,65000,0,0,0,60.1,0,1,1390999.5,60,0,0,0,0,0,0,0,1,0,False
20190,42,1,75000,0,0,0,67.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20197,27,0,130000,0,0,0,57.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20203,38,1,70000,0,0,0,75.8,0,1,299998.4,60,0,0,0,0,0,0,0,1,0,False
20211,59,1,208000,0,0,0,59.1,0,0,0.0,0,0,1,0,0,0,0,1,0,0,False
20217,44,1,60000,0,0,0,43.4,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20218,41,1,35000,0,0,0,16.4,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
20231,24,1,25000,0,0,0,47.4,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
20237,45,1,30000,0,0,0,55.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20247,29,0,75000,0,0,0,79.5,0,0,0.0,0,0,2,0,0,0,0,0,1,0,False
20247,29,0,75000,0,0,0,79.5,0,0,0.0,0,0,2,0,0,0,0,0,1,0,False
20250,62,0,100000,0,0,0,35.3,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
20257,69,1,33000,0,0,0,53.8,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20271,72,1,30000,0,0,0,70.0,0,1,66799.0,24,0,0,0,0,0,1,0,0,0,False
20272,38,1,120000,0,0,0,47.8,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
20278,36,1,100000,0,0,0,33.5,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
20280,55,1,70000,0,0,0,52.6,0,1,711002.5,57,0,0,0,0,0,0,0,1,0,False
20323,36,1,40000,0,0,0,31.5,0,1,131924.94,24,0,0,0,0,0,1,0,0,0,False
20325,34,1,72000,0,0,0,54.4,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
20340,28,1,75000,0,0,0,48.9,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
20363,42,1,30000,0,0,0,49.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20385,51,0,35000,0,0,0,41.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20417,48,1,75000,0,0,0,57.8,0,1,999999.11,60,0,1,0,0,0,0,0,1,0,False
20429,58,1,12000,0,0,0,79.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20432,47,0,250000,0,0,0,46.8,0,0,0.0,0,0,2,0,0,0,0,0,1,0,False
20432,47,0,250000,0,0,0,46.8,0,0,0.0,0,0,2,0,0,0,0,0,1,0,False
20445,46,1,45000,0,0,0,18.0,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
20465,39,1,54000,0,0,0,70.3,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
20475,35,0,60000,0,0,0,20.5,0,1,36596.0,30,0,0,0,0,0,0,0,0,1,False
20483,44,1,70000,0,0,0,34.8,0,0,0.0,0,0,1,0,0,0,0,1,0,0,False
20537,40,1,80000,0,0,0,22.9,0,1,100000.0,12,0,0,0,0,0,1,0,0,0,False
20542,44,1,35000,0,0,0,332.4,0,0,0.0,0,0,1,1,0,0,0,0,1,0,True
20544,42,0,150000,0,0,0,18.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20556,35,1,55000,0,0,0,47.4,0,1,88108.2,24,0,0,0,0,0,0,1,0,0,False
20571,51,1,500000,0,0,0,14.9,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20578,47,1,113000,0,0,0,80.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20593,41,0,40000,0,0,0,66.7,0,1,105998.85,59,0,1,0,0,0,0,0,0,1,False
20606,44,0,30000,0,0,0,23.0,0,1,16976.6,12,0,0,0,0,0,1,0,0,0,False
20608,39,1,40000,0,0,0,95.9,0,1,211321.6,39,0,0,0,0,0,1,0,0,0,False
20614,57,0,200000,0,0,0,56.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20615,39,1,53000,0,0,0,39.0,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
20617,48,1,46000,0,0,0,42.5,0,1,59964.0,24,0,0,0,0,0,1,0,0,0,False
20643,30,1,125000,0,0,0,46.7,0,1,200000.0,36,0,0,0,0,0,0,0,1,0,False
20653,28,0,85000,0,0,0,7.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20656,33,0,50000,0,0,0,11.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20657,38,0,400000,0,0,0,26.7,0,1,699012.0,60,0,1,1,0,0,0,0,1,0,True
20725,26,0,85000,0,0,0,31.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20726,37,0,41000,0,0,0,63.8,0,1,64368.0,48,0,1,0,0,0,0,0,1,0,False
20730,51,1,35000,0,0,0,34.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20735,53,0,65000,0,0,0,52.2,0,1,41590.0,18,0,0,0,0,0,1,0,0,0,False
20739,41,0,110000,0,0,0,163.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20751,42,0,300000,0,0,0,38.9,0,0,0.0,0,0,1,0,0,0,0,1,0,0,False
20761,32,1,100000,0,0,0,8.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20764,53,1,200000,0,0,0,93.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20799,49,0,45000,0,0,0,13.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20804,28,1,120000,0,0,0,61.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20819,69,1,30000,0,0,0,49.4,0,0,0.0,0,0,0,0,0,0,0,0,0,1,False
20828,63,1,25000,0,0,0,17.4,0,0,0.0,0,0,0,0,1,0,0,0,0,0,False
20842,55,0,23000,0,0,0,17.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
20843,48,1,70000,0,0,0,69.5,0,1,121177.0,36,0,0,0,0,0,1,0,0,0,False
20844,48,0,65000,0,0,0,40.4,0,1,953120.0,59,0,1,0,0,0,0,0,1,0,False
20848,58,1,60000,0,0,0,34.4,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
20859,41,0,350000,0,0,0,64.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
20868,69,1,28000,0,0,0,50.2,0,0,0.0,0,0,0,0,1,0,0,0,0,0,False
20911,33,1,82000,0,0,0,66.1,0,1,123206.51,24,0,0,0,0,0,1,0,0,0,False
20913,57,0,57000,0,0,0,45.8,0,0,0.0,0,0,1,1,0,0,0,0,1,0,True
20914,38,1,60000,0,0,0,56.6,0,1,450000.0,60,0,1,0,0,0,0,0,1,0,False
20935,30,1,30000,0,0,0,11.2,0,1,27104.0,24,0,0,0,0,0,0,1,0,0,False
20971,39,1,40000,0,0,0,53.7,0,1,32428.85,12,0,0,0,0,0,0,0,0,1,False
20992,36,1,60000,0,0,0,84.9,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21010,35,0,38500,0,0,0,24.8,0,1,60998.0,36,0,0,0,0,0,1,0,0,0,False
21029,38,1,40000,0,0,0,32.2,0,1,126735.0,36,0,1,0,0,0,0,0,1,0,False
21035,40,1,62000,0,0,0,32.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21045,32,0,30000,0,0,0,53.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21052,56,1,50000,0,0,0,18.4,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21062,33,1,35000,0,0,0,13.4,0,0,0.0,0,0,1,0,0,0,0,1,0,0,False
21064,38,1,60000,0,0,0,65.8,0,1,420000.0,60,0,0,0,0,0,0,0,1,0,False
21070,39,1,39000,0,0,0,81.8,1,0,0.0,18,0,0,0,0,0,1,0,0,0,False
21094,47,1,70000,0,0,0,37.7,0,1,1100508.0,60,0,0,0,0,0,0,1,0,0,False
21097,37,1,35000,0,0,0,55.9,0,1,44998.0,18,0,0,0,0,0,1,0,0,0,False
21098,48,0,70000,0,0,0,29.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21099,39,1,54000,0,0,0,54.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21120,30,0,120000,0,0,0,90.4,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21137,42,0,106000,0,0,0,77.6,0,1,623999.94,60,0,1,0,0,0,0,0,1,0,False
21145,52,1,64000,0,0,0,43.0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,False
21153,40,0,120000,0,0,0,54.9,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
21157,43,0,150000,0,0,0,29.3,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
21163,38,0,150000,0,0,0,15.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21175,22,1,100000,0,0,0,32.6,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
21180,63,1,28050,0,0,0,17.7,0,1,91543.0,24,0,0,0,0,0,0,1,0,0,False
21183,47,1,30000,0,0,0,29.2,0,1,42999.0,18,0,0,0,0,0,0,1,0,0,False
21199,31,0,85000,0,0,0,54.7,0,1,121785.0,24,0,0,0,0,0,1,0,0,0,False
21216,33,1,57000,0,0,0,61.8,0,0,0.0,0,0,0,0,1,0,0,0,0,0,False
21266,52,1,51000,0,0,0,8.6,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
21274,35,1,60000,0,0,0,67.5,0,1,624889.6,48,0,0,0,0,0,0,0,1,0,False
21305,59,1,35000,0,0,0,93.5,0,1,100100.0,24,0,0,0,1,0,0,0,0,0,False
21331,36,1,50000,0,0,0,75.0,0,0,0.0,0,0,2,0,0,0,0,0,1,0,False
21331,36,1,50000,0,0,0,75.0,0,0,0.0,0,0,2,0,0,0,0,0,1,0,False
21351,57,1,80000,0,0,0,27.8,0,1,216539.0,48,0,0,0,0,0,1,0,0,0,False
21356,37,0,50000,0,0,0,44.4,0,1,44640.0,48,0,0,0,0,0,1,0,0,0,False
21363,41,0,100000,0,0,0,30.1,0,1,1499998.72,59,0,0,0,0,0,0,0,1,0,False
21364,24,0,50000,0,0,0,71.8,0,1,135300.0,12,0,1,0,0,0,0,0,1,0,False
21373,39,1,85000,0,0,0,46.6,0,1,420174.6,60,0,1,0,0,0,0,0,1,0,False
21381,32,1,200000,0,0,0,45.4,0,1,582000.0,60,0,0,0,0,0,0,0,1,0,False
21395,34,0,220000,0,0,0,44.0,0,0,0.0,0,0,2,0,0,0,0,1,0,0,False
21395,34,0,220000,0,0,0,44.0,0,0,0.0,0,0,2,0,0,0,0,1,0,0,False
21402,31,0,50000,0,0,0,19.2,0,1,66549.35,12,0,0,0,0,0,1,0,0,0,False
21410,40,0,120000,0,0,0,54.1,0,1,954998.81,60,0,1,0,0,0,0,0,1,0,False
21411,39,1,35000,0,0,0,41.4,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
21412,36,1,62000,0,0,0,85.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21426,51,0,98000,0,0,0,46.7,0,1,299998.38,36,0,1,0,0,0,0,0,1,0,False
21430,35,0,140000,0,0,0,72.1,0,0,0.0,0,0,1,0,0,0,0,0,0,1,False
21455,69,1,34000,0,0,0,56.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21470,53,0,90000,0,0,0,23.8,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21478,31,0,150000,0,0,0,82.2,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
21483,32,1,84000,0,0,0,32.5,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
21496,38,1,150000,0,0,0,45.3,0,1,685999.16,84,0,0,0,0,0,0,0,1,0,False
21499,40,1,71000,0,0,0,85.7,0,1,237712.0,60,0,0,0,0,0,0,0,1,0,False
21502,52,0,120000,0,0,0,49.7,0,1,1499999.62,60,0,1,0,0,0,0,0,1,0,False
21513,69,1,80000,0,0,0,11.0,0,1,98000.0,24,0,0,0,0,0,1,0,0,0,False
21529,47,0,90000,0,0,0,41.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21539,55,0,35000,0,0,0,25.4,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
21552,35,1,70000,0,0,0,84.4,0,1,69085.0,18,0,0,0,0,0,0,0,0,1,False
21555,41,0,40000,0,0,0,20.2,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
21560,37,1,69500,0,0,0,14.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21563,28,0,100000,0,0,0,67.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21569,55,1,50000,0,0,0,93.5,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
21570,32,0,75000,0,0,0,122.1,0,1,52333.0,24,0,0,0,0,0,1,0,0,0,False
21573,30,1,140000,0,0,0,30.0,0,1,652000.0,36,0,1,0,0,0,0,0,1,0,False
21583,44,1,90000,0,0,0,66.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21595,32,1,40000,0,0,0,11.7,0,1,72565.0,24,0,0,0,0,0,1,0,0,0,False
21596,33,1,40000,0,0,0,20.8,0,1,1300000.0,60,0,0,0,0,0,0,0,1,0,False
21612,67,0,60000,0,0,0,114.7,0,0,0.0,0,0,0,0,0,0,0,0,0,1,False
21653,51,1,40000,0,0,0,27.7,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
21654,27,1,110000,0,0,0,37.8,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21682,40,0,50000,0,0,0,24.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
21683,35,1,30000,0,0,0,62.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21686,41,0,145000,0,0,0,60.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21687,51,0,54000,0,0,0,32.3,0,0,0.0,0,0,1,0,0,0,0,0,0,1,False
21700,34,1,50000,0,0,0,54.6,0,1,35817.9,12,0,0,0,0,0,0,1,0,0,False
21718,39,1,44000,0,0,0,58.8,0,2,264099.0,24,0,0,0,0,0,0,1,0,0,False
21718,39,1,44000,0,0,0,58.8,0,2,264099.0,24,0,0,0,0,0,0,1,0,0,False
21735,51,0,74000,0,0,0,32.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21759,45,1,150000,0,0,0,56.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21783,32,0,25000,0,0,0,36.1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
21784,22,1,35000,0,0,0,66.3,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
21794,52,1,50000,0,0,0,28.2,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
21804,44,0,98000,0,0,0,35.7,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
21823,59,0,120000,0,0,0,74.0,0,1,1065999.87,60,0,1,0,0,0,0,0,1,0,False
21832,42,1,135000,0,0,0,47.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21839,27,1,60000,0,0,0,39.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21842,34,1,58000,0,0,0,58.3,0,1,406000.0,60,0,0,0,0,0,0,0,1,0,False
21843,54,0,120000,0,0,0,34.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21863,35,1,70000,0,0,0,102.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21865,52,0,100000,0,0,0,30.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21866,41,1,59000,0,0,0,74.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21872,49,1,40000,0,0,0,49.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21877,31,0,60000,0,0,0,32.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
21881,28,1,80000,0,0,0,647.6,0,1,137795.0,36,0,0,0,0,0,0,0,0,1,False
21882,55,1,45000,0,0,0,129.7,0,1,394000.0,59,0,0,0,0,0,1,0,0,0,False
21889,33,0,50000,0,0,0,17.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21894,46,0,60000,0,0,0,57.7,0,1,425000.0,60,0,0,0,0,0,1,0,0,0,False
21898,40,1,17000,0,0,0,17.4,0,1,123949.0,12,0,0,0,0,0,1,0,0,0,False
21911,34,0,80000,0,0,0,74.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
21914,60,1,68000,0,0,0,61.1,0,1,113463.72,48,0,0,0,0,0,0,0,1,0,False
21917,35,1,85000,0,0,0,102.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
