CLIENT_ID,AGE,MAN,INCOME,IP_FLAG,SME_FLAG,REFUGEE_FLAG,PDN,paid_off_count,active_count,active_sum,max_term,credits_delay_count,cards_count,cards_delay_count,MATRIAL_Вдовец / Вдова,MATRIAL_Гражданский брак,MATRIAL_Женат / замужем,MATRIAL_Не женат / не замужем,MATRIAL_Неизвестно,MATRIAL_Разведен / Разведена,TERM,ORIG_AMOUNT,CURR_RATE_NVAL,delay,CT_501,CT_503,CT_506,CT_704,CT_705,CT_707,CT_708,CT_709,PC_GP Cross-Sale,PC_GP Direct,PC_GP External Refinance,PC_GP Refinance,PC_GP Top-Up,PC_Promo Beneficial Installment Loan,PC_Promo Rate Installment Loan,PC_Standard Installment Loan
29289,26,1,45000,0,0,0,81.7,0,1,77488.0,24,0,0,0,0,0,1,0,0,0,24,77488.0,18.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29313,28,1,100000,0,0,0,72.5,0,2,717469.87,36,0,0,0,0,0,1,0,0,0,24,102454.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29313,28,1,100000,0,0,0,72.5,0,2,717469.87,36,0,0,0,0,0,1,0,0,0,36,615015.87,15.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29322,22,1,80000,0,0,0,46.6,0,1,682000.0,36,0,0,0,0,0,0,0,1,0,36,682000.0,12.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
29323,34,1,54000,0,0,0,71.1,0,1,1183999.9,59,0,1,0,0,0,0,0,1,0,59,1183999.9,16.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
29414,55,1,70000,0,0,0,75.2,0,1,140008.0,24,0,0,0,0,0,0,0,0,1,24,140008.0,14.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29448,56,1,40000,0,0,0,86.3,0,1,525832.0,60,0,1,0,0,0,0,0,1,0,60,525832.0,15.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29457,49,1,80000,0,0,0,24.3,0,1,84599.1,24,0,0,0,0,0,0,1,0,0,24,84599.1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29503,34,1,250000,0,0,0,99.8,0,1,550000.0,60,0,0,0,0,0,0,0,1,0,60,550000.0,17.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29576,38,1,120000,0,0,0,149.3,0,1,105751.7,24,0,0,0,0,0,1,0,0,0,24,105751.7,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29607,22,1,45000,0,0,0,46.6,0,1,40340.16,24,0,0,0,0,0,0,0,1,0,24,40340.16,18.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29610,33,1,25000,0,0,0,10.1,1,0,0.0,10,0,0,0,0,0,1,0,0,0,10,22240.0,18.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29624,64,1,42000,0,0,0,41.7,0,1,148242.0,24,0,0,0,0,0,0,1,0,0,24,148242.0,18.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29645,44,0,100000,0,0,0,16.1,0,1,500000.0,60,0,0,0,0,0,0,0,1,0,60,500000.0,18.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29658,37,0,174000,0,0,0,98.5,0,1,2389000.0,60,0,1,0,0,0,0,0,1,0,60,2389000.0,10.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
29669,43,1,45000,0,0,0,6.8,0,1,27865.0,24,0,0,0,0,0,0,0,0,1,24,27865.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29699,43,0,95000,0,0,0,17.8,0,1,113838.0,24,0,0,0,0,0,1,0,0,0,24,113838.0,18.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29708,44,0,95000,0,0,0,43.1,0,2,660707.1799999999,36,0,1,0,0,0,0,0,1,0,36,299998.38,10.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29708,44,0,95000,0,0,0,43.1,0,2,660707.1799999999,36,0,1,0,0,0,0,0,1,0,36,360708.8,10.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29767,26,1,150000,0,0,0,55.3,0,1,69775.0,24,0,0,0,0,0,0,1,0,0,24,69775.0,11.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29824,35,0,38000,0,0,0,17.5,0,1,93000.0,24,0,1,0,0,0,0,0,1,0,24,93000.0,10.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
29838,31,1,70000,0,0,0,51.6,0,1,98274.0,36,0,0,0,0,0,0,0,1,0,36,98274.0,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29887,25,1,70000,0,0,0,206.0,0,1,109849.0,24,0,0,0,0,0,0,1,0,0,24,109849.0,18.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29888,26,0,70000,0,0,0,67.8,0,1,125236.0,24,0,0,0,0,0,0,1,0,0,24,125236.0,12.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29914,47,0,45000,0,0,0,7.0,0,1,32727.85,12,0,0,0,0,0,1,0,0,0,12,32727.85,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29923,27,1,70000,0,0,0,63.9,0,1,89440.0,24,0,0,0,0,0,0,1,0,0,24,89440.0,10.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29950,76,1,40000,0,0,0,30.1,0,1,21309.0,12,0,0,0,0,0,1,0,0,0,12,21309.0,13.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29956,33,0,80000,0,0,0,79.0,0,1,531600.0,60,0,0,0,0,0,0,0,1,0,60,531600.0,6.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30046,26,1,100000,0,0,0,84.2,0,1,1101999.52,59,0,0,0,0,0,0,1,0,0,59,1101999.52,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30048,23,0,43000,0,0,0,34.4,1,0,0.0,12,0,0,0,0,0,1,0,0,0,12,121163.24,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30057,35,1,35000,0,0,0,44.7,0,1,55089.0,24,0,0,0,0,0,1,0,0,0,24,55089.0,18.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30101,25,0,40000,0,0,0,36.4,0,2,127694.70999999999,24,0,0,0,0,0,0,1,0,0,24,32198.71,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30101,25,0,40000,0,0,0,36.4,0,2,127694.70999999999,24,0,0,0,0,0,0,1,0,0,24,95496.0,20.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30190,40,0,40000,0,0,0,67.3,0,2,95308.0,24,0,0,0,0,0,1,0,0,0,12,39767.0,13.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30190,40,0,40000,0,0,0,67.3,0,2,95308.0,24,0,0,0,0,0,1,0,0,0,24,55541.0,11.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30242,24,1,40000,0,0,0,39.9,0,1,109000.0,24,0,0,0,0,0,0,1,0,0,24,109000.0,15.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30289,27,0,120000,0,0,0,65.9,0,1,299998.6,24,0,0,0,0,0,0,1,0,0,24,299998.6,28.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30377,24,1,60000,0,0,0,21.2,0,1,128158.0,24,0,0,0,0,0,0,1,0,0,24,128158.0,10.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30411,37,1,170000,0,0,0,37.7,0,1,596392.0,60,0,1,0,0,0,0,0,1,0,60,596392.0,21.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
30445,24,1,45000,0,0,0,9.6,1,0,0.0,12,0,0,0,0,0,0,0,1,0,12,37951.0,10.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30467,51,1,70000,0,0,0,41.2,0,1,299999.0,36,0,0,0,0,0,0,1,0,0,36,299999.0,10.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
30472,47,0,80000,0,0,0,97.9,0,1,117900.0,24,0,0,0,0,0,1,0,0,0,24,117900.0,18.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30500,42,1,42000,0,0,0,71.4,0,1,15835.0,6,0,0,0,0,0,0,1,0,0,6,15835.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30599,28,0,60000,0,0,0,63.1,1,0,0.0,12,0,0,0,0,0,1,0,0,0,12,34959.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30641,31,0,220000,0,0,0,95.8,0,1,699998.8,84,0,0,0,0,0,0,0,1,0,84,699998.8,23.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30654,50,0,70000,0,0,0,92.0,0,1,823998.9,60,0,0,0,0,0,0,0,1,0,60,823998.9,8.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
30656,32,0,112000,0,0,0,47.2,0,1,735000.0,60,0,0,0,0,0,0,0,1,0,60,735000.0,20.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
30671,32,1,70000,0,0,0,54.4,0,1,50000.0,36,0,0,0,0,0,1,0,0,0,36,50000.0,28.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
30676,67,1,43000,0,0,0,40.5,0,1,37650.0,24,0,0,0,0,0,0,1,0,0,24,37650.0,18.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30709,65,1,45000,0,0,0,86.4,0,2,134546.64,24,0,0,0,0,0,1,0,0,0,24,41598.54,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30709,65,1,45000,0,0,0,86.4,0,2,134546.64,24,0,0,0,0,0,1,0,0,0,24,92948.1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30727,56,1,42000,0,0,0,40.3,0,1,91078.4,18,0,0,0,0,0,1,0,0,0,18,91078.4,20.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30732,59,1,20000,0,0,0,53.2,0,1,98682.38,36,0,0,0,0,0,0,1,0,0,36,98682.38,15.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30761,45,0,140000,0,0,0,75.5,0,1,989596.0,60,0,1,0,0,0,0,0,1,0,60,989596.0,15.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
30775,45,1,40000,0,0,0,70.4,0,1,98990.0,24,0,0,0,0,0,1,0,0,0,24,98990.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30814,41,1,95000,0,0,0,34.5,0,1,29698.0,12,0,0,0,0,0,0,0,1,0,12,29698.0,14.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30921,37,0,180000,0,0,0,49.6,0,1,499424.16,60,0,0,0,0,0,0,0,1,0,60,499424.16,18.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30937,33,0,60000,0,0,0,66.3,0,1,129050.0,24,0,0,0,0,0,0,1,0,0,24,129050.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30941,28,1,25000,0,0,0,7.5,0,1,38700.0,24,0,0,0,0,0,0,1,0,0,24,38700.0,14.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31005,27,1,80000,0,0,0,32.7,0,1,102818.46,24,0,0,0,0,0,0,1,0,0,24,102818.46,12.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31020,33,1,60000,0,0,0,92.0,0,2,671999.0,48,0,0,0,0,0,1,0,0,0,48,600000.0,18.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
31020,33,1,60000,0,0,0,92.0,0,2,671999.0,48,0,0,0,0,0,1,0,0,0,24,71999.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31023,21,1,32000,0,0,0,62.6,0,1,77740.0,12,0,0,0,0,0,0,1,0,0,12,77740.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31087,45,1,80000,0,0,0,30.6,0,1,480257.4,59,0,1,0,0,0,0,0,1,0,59,480257.4,23.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
31155,59,1,32000,0,0,0,61.7,0,1,199999.09,48,0,1,1,0,0,0,0,1,0,48,199999.09,24.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
31233,42,1,50000,0,0,0,48.7,0,1,64139.82,24,0,0,0,0,0,0,0,0,1,24,64139.82,21.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31289,49,1,50000,0,0,0,37.2,0,1,356452.0,57,0,1,0,0,0,0,0,1,0,57,356452.0,19.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31342,23,1,42000,0,0,0,21.0,0,1,80519.0,24,0,0,0,0,0,0,1,0,0,24,80519.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31395,29,1,50000,0,0,0,42.3,0,1,600000.0,48,0,1,0,0,0,0,0,1,0,48,600000.0,16.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
31431,59,0,35000,0,0,0,11.5,0,1,54000.0,13,0,0,0,0,0,1,0,0,0,13,54000.0,18.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31468,42,1,61000,0,0,0,30.0,0,1,92000.0,15,0,0,0,0,0,0,1,0,0,15,92000.0,18.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31491,24,1,70000,0,0,0,30.6,0,1,428645.0,59,0,0,0,0,0,0,0,1,0,59,428645.0,23.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
31564,44,1,65000,0,0,0,64.0,0,1,122958.98,12,0,1,0,0,0,0,0,1,0,12,122958.98,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31607,69,1,22000,0,0,0,29.2,0,1,87990.0,24,0,0,0,1,0,0,0,0,0,24,87990.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31618,38,1,120000,0,0,0,40.2,0,1,502000.0,36,0,0,0,0,0,0,0,0,1,36,502000.0,15.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
31628,52,1,120000,0,0,0,59.6,0,1,699742.8,60,0,1,0,0,0,0,0,1,0,60,699742.8,18.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
31648,56,1,55000,0,0,0,84.4,0,1,162474.0,24,0,0,0,0,0,1,0,0,0,24,162474.0,18.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31659,49,1,60000,0,0,0,11.3,0,1,47409.41,18,0,0,0,0,0,0,1,0,0,18,47409.41,20.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31663,32,1,20000,0,0,0,50.2,0,2,43410.2,24,0,0,0,0,0,0,1,0,0,18,15785.0,18.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31663,32,1,20000,0,0,0,50.2,0,2,43410.2,24,0,0,0,0,0,0,1,0,0,24,27625.2,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31719,48,1,300000,0,0,0,75.7,0,1,70232.31,12,0,1,0,0,0,0,0,1,0,12,70232.31,3.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31723,48,0,150000,0,0,0,55.8,0,1,77733.0,24,0,0,0,0,0,0,1,0,0,24,77733.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31778,42,1,80000,0,0,0,57.7,1,0,0.0,13,0,0,0,0,0,1,0,0,0,13,91970.0,18.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31790,37,1,130000,0,0,0,43.6,0,1,320000.0,84,0,0,0,0,0,0,0,0,1,84,320000.0,22.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
31886,23,1,60000,0,0,0,29.8,0,1,272159.0,39,0,0,0,0,0,0,1,0,0,39,272159.0,21.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
31929,57,1,40000,0,0,0,37.0,0,1,350016.0,60,0,0,0,0,0,1,0,0,0,60,350016.0,16.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31930,41,1,110000,0,0,0,42.1,0,1,204999.72,36,0,1,0,0,0,0,0,1,0,36,204999.72,10.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
31944,28,0,145000,0,0,0,38.5,0,1,702000.0,60,0,0,0,0,0,0,1,0,0,60,702000.0,8.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
31966,34,0,300000,0,0,0,47.9,0,1,755213.0,36,0,0,0,0,0,0,0,1,0,36,755213.0,12.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31969,56,1,170000,0,0,0,149.1,0,1,83601.4,12,0,0,0,1,0,0,0,0,0,12,83601.4,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32015,44,1,45000,0,0,0,50.3,0,1,373999.82,36,0,0,0,1,0,0,0,0,0,36,373999.82,12.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32059,31,1,98000,0,0,0,87.7,0,1,104448.0,36,0,0,0,0,0,0,0,0,1,36,104448.0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32099,28,0,100000,0,0,0,76.3,0,1,65595.0,18,0,0,0,0,0,0,1,0,0,18,65595.0,11.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32124,41,1,50000,0,0,0,45.6,0,1,50960.0,10,0,0,0,0,0,1,0,0,0,10,50960.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32135,38,1,80000,0,0,0,99.4,0,1,496942.6,39,0,0,0,0,0,0,0,1,0,39,496942.6,16.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32224,58,1,40000,0,0,0,49.1,0,1,484999.52,59,0,1,0,0,0,0,0,1,0,59,484999.52,10.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32311,36,1,60000,0,0,0,59.7,0,1,258999.48,84,0,1,0,0,0,0,0,1,0,84,258999.48,13.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32328,29,0,295000,0,0,0,141.9,0,1,299999.0,36,0,0,0,0,0,0,0,1,0,36,299999.0,10.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32413,34,0,80000,0,0,0,31.8,0,1,499448.0,60,0,0,0,0,0,0,0,1,0,60,499448.0,17.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32458,38,1,35000,0,0,0,79.7,0,2,423710.64,60,0,1,0,0,0,0,0,1,0,60,132999.96,15.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32458,38,1,35000,0,0,0,79.7,0,2,423710.64,60,0,1,0,0,0,0,0,1,0,60,290710.68,16.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32566,29,1,105000,0,0,0,158.1,0,2,1242996.54,59,0,1,1,0,0,0,0,1,0,59,1175999.54,17.6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
32566,29,1,105000,0,0,0,158.1,0,2,1242996.54,59,0,1,1,0,0,0,0,1,0,24,66997.0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32575,46,1,47000,0,0,0,3.3,0,1,18719.0,12,0,0,0,0,0,0,0,0,1,12,18719.0,11.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32579,30,0,30000,0,0,0,32.0,0,2,91941.2,24,0,0,0,0,0,1,0,0,0,24,43171.2,10.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32579,30,0,30000,0,0,0,32.0,0,2,91941.2,24,0,0,0,0,0,1,0,0,0,24,48770.0,13.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32606,44,0,52000,0,0,0,14.8,0,1,44396.0,24,0,0,0,0,0,0,1,0,0,24,44396.0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32610,35,1,35000,0,0,0,76.2,0,1,833999.26,59,0,0,0,0,0,1,0,0,0,59,833999.26,18.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
32623,49,0,80000,0,0,0,81.2,0,1,699820.0,60,0,1,0,0,0,0,0,1,0,60,699820.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32697,34,0,120000,0,0,0,37.0,0,1,700000.0,60,0,1,0,0,0,0,0,1,0,60,700000.0,22.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32700,31,1,40000,0,0,0,10.5,0,1,76732.0,24,0,1,0,0,0,0,0,1,0,24,76732.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32722,55,0,68000,0,0,0,54.2,0,1,1442000.0,59,0,0,0,0,0,0,0,1,0,59,1442000.0,17.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
32727,38,1,55000,0,0,0,52.1,0,1,113094.0,24,0,1,0,0,0,0,0,1,0,24,113094.0,18.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32745,41,1,100000,0,0,0,117.9,0,1,265298.8,60,0,1,1,0,0,0,0,1,0,60,265298.8,15.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32811,50,1,170000,0,0,0,44.2,0,1,867998.89,60,0,0,0,0,0,0,0,1,0,60,867998.89,18.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
32860,55,1,130000,0,0,0,21.6,0,1,241521.0,36,0,0,0,0,0,1,0,0,0,36,241521.0,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32861,49,1,35000,0,0,0,50.5,0,1,375600.0,60,0,0,0,0,0,0,0,0,1,60,375600.0,10.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32968,53,1,70000,0,0,0,30.3,0,1,98200.0,36,0,0,0,0,0,0,1,0,0,36,98200.0,15.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32972,21,1,40500,0,0,0,19.2,0,1,61954.0,24,0,0,0,0,0,0,1,0,0,24,61954.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32981,41,0,110000,0,0,0,59.1,0,1,104194.0,36,0,0,0,0,0,1,0,0,0,36,104194.0,14.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33006,40,1,40000,0,0,0,15.6,0,1,60780.15,13,0,0,0,0,0,0,1,0,0,13,60780.15,20.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33021,33,1,80000,0,0,0,42.1,0,1,64799.0,24,0,0,0,0,0,1,0,0,0,24,64799.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33038,49,1,96000,0,0,0,72.1,0,1,541020.0,60,0,1,0,0,0,0,0,1,0,60,541020.0,10.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
33111,47,0,120000,0,0,0,76.1,0,1,1350000.0,84,0,2,0,0,0,0,0,1,0,84,1350000.0,21.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
33180,52,0,260000,0,0,0,53.8,0,1,1365472.3,59,0,0,0,0,0,1,0,0,0,59,1365472.3,17.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
33196,34,1,125000,0,0,0,66.4,0,1,254596.0,36,0,1,0,0,0,0,0,1,0,36,254596.0,25.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
33201,45,0,80000,0,0,0,45.1,0,1,124740.0,24,0,1,0,0,0,0,0,1,0,24,124740.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33347,33,1,110000,0,0,0,71.9,0,1,75936.0,12,0,0,0,0,0,0,1,0,0,12,75936.0,18.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33394,22,1,50000,0,0,0,78.8,0,1,88869.0,24,0,1,0,0,0,0,0,1,0,24,88869.0,12.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33444,46,1,60000,0,0,0,49.5,0,1,65130.0,24,0,0,0,0,0,0,1,0,0,24,65130.0,18.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33521,55,1,45000,0,0,0,19.7,0,1,108924.0,60,0,1,1,0,0,0,0,1,0,60,108924.0,15.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
33538,30,1,45000,0,0,0,96.8,0,1,28799.0,24,0,0,0,0,0,1,0,0,0,24,28799.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33554,34,1,110000,0,0,0,42.2,0,1,500000.0,60,0,1,0,0,0,0,0,1,0,60,500000.0,12.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
33597,59,1,45000,0,0,0,65.9,0,1,99997.74,24,0,1,0,0,0,0,0,1,0,24,99997.74,10.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
33657,38,1,60000,0,0,0,33.4,0,1,329120.0,60,0,1,0,0,0,0,0,1,0,60,329120.0,18.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
33770,34,1,25000,0,0,0,11.0,0,1,66344.0,24,0,0,0,0,0,1,0,0,0,24,66344.0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33784,24,1,30000,0,0,0,13.0,0,1,59890.0,24,0,0,0,0,0,0,1,0,0,24,59890.0,18.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33808,32,0,36000,0,0,0,53.2,0,1,149999.08,48,0,0,0,0,0,1,0,0,0,48,149999.08,16.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
33838,44,0,90000,0,0,0,77.3,0,1,72896.9,12,0,0,0,0,0,1,0,0,0,12,72896.9,5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33864,40,1,50000,0,0,0,30.9,0,1,500000.0,60,0,1,0,0,0,0,0,1,0,60,500000.0,8.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
33875,39,1,105000,0,0,0,12.9,0,1,45193.0,12,0,2,0,0,0,0,1,0,0,12,45193.0,14.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33928,24,1,200000,0,0,0,47.9,0,2,263568.1,24,0,0,0,0,0,1,0,0,0,24,230720.0,14.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
33928,24,1,200000,0,0,0,47.9,0,2,263568.1,24,0,0,0,0,0,1,0,0,0,24,32848.1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34017,36,1,30000,0,0,0,26.4,0,1,52716.93,6,0,0,0,0,0,1,0,0,0,6,52716.93,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
